"index","age","job","housing_loan","personal_loan","credit_default","balance"
27262,36,"admin.","yes","yes","no",0
27263,39,"management","no","no","yes",47
27264,34,"management","no","no","no",7384
27265,34,"unemployed","no","no","no",1375
27266,41,"services","no","no","no",1445
27267,30,"management","yes","no","no",6432
27268,37,"admin.","yes","no","no",528
27269,45,"technician","no","yes","no",-525
27270,48,"blue-collar","yes","yes","no",2697
27271,38,"management","no","no","no",554
27272,43,"management","yes","no","no",13015
27273,36,"management","yes","no","no",210
27274,31,"technician","yes","no","no",11
27275,32,"admin.","yes","no","no",0
27276,39,"management","yes","yes","no",26
27277,33,"technician","yes","no","no",920
27278,33,"management","no","no","no",1817
27279,32,"services","yes","no","no",1397
27280,48,"unemployed","no","no","no",0
27281,49,"management","yes","no","yes",10
27282,32,"technician","no","no","no",6710
27283,44,"entrepreneur","yes","yes","no",20179
27284,32,"management","no","no","no",1613
27285,39,"services","yes","no","no",1601
27286,37,"management","yes","no","no",11391
27287,35,"technician","no","no","no",391
27288,34,"student","yes","no","no",3037
27289,30,"management","yes","yes","no",-559
27290,43,"services","yes","yes","no",-88
27291,42,"services","no","no","no",444
27292,30,"services","yes","no","no",677
27293,46,"management","no","yes","no",653
27294,35,"technician","no","no","no",5301
27295,43,"admin.","no","yes","no",-150
27296,56,"retired","yes","yes","yes",-1122
27297,59,"management","no","no","no",42
27298,35,"student","no","no","no",100
27299,35,"management","yes","yes","no",175
27300,43,"admin.","yes","yes","no",1440
27301,38,"admin.","yes","yes","no",505
27302,50,"admin.","no","no","no",3240
27303,43,"management","yes","no","no",13851
27304,57,"services","yes","no","no",2658
27305,33,"services","no","yes","no",3269
27306,36,"management","yes","no","no",1597
27307,31,"admin.","yes","no","no",54
27308,32,"management","no","no","no",1716
27309,33,"admin.","yes","no","no",335
27310,32,"technician","yes","no","no",253
27311,47,"technician","yes","no","no",1059
27312,39,"unemployed","yes","yes","no",529
27313,32,"management","yes","yes","no",2737
27314,55,"housemaid","no","no","no",4
27315,34,"management","no","yes","yes",0
27316,34,"self-employed","no","no","no",13354
27317,44,"management","yes","no","no",1138
27318,39,"management","no","no","no",20932
27319,54,"entrepreneur","no","no","no",5784
27320,31,"management","yes","no","no",6542
27321,31,"unemployed","no","no","no",591
27322,32,"technician","yes","no","no",5600
27323,45,"management","no","no","no",3643
27324,30,"self-employed","yes","no","no",581
27325,35,"services","yes","no","no",-718
27326,59,"management","yes","yes","no",833
27327,58,"management","yes","no","no",26254
27328,30,"services","yes","no","no",438
27329,40,"entrepreneur","no","no","no",285
27330,41,"entrepreneur","yes","no","no",39
27331,33,"management","yes","no","no",437
27332,51,"management","yes","no","no",-79
27333,40,"blue-collar","yes","no","no",-616
27334,34,"management","no","no","no",6203
27335,39,"services","yes","no","no",158
27336,31,"services","yes","no","no",851
27337,48,"housemaid","no","no","no",1385
27338,38,"technician","yes","no","no",1
27339,38,"services","yes","no","no",5293
27340,57,"admin.","no","no","no",3944
27341,57,"technician","yes","no","no",7766
27342,33,"services","yes","no","no",4402
27343,57,"management","no","no","no",24498
27344,30,"technician","yes","no","no",1028
27345,30,"admin.","yes","no","no",154
27346,48,"blue-collar","no","yes","no",-552
27347,45,"blue-collar","no","no","no",942
27348,33,"technician","yes","no","no",0
27349,40,"management","yes","no","no",9047
27350,48,"blue-collar","no","yes","no",3837
27351,39,"management","no","yes","no",1654
27352,36,"technician","no","yes","no",1497
27353,54,"blue-collar","yes","no","no",-10
27354,30,"student","no","no","no",2766
27355,30,"self-employed","yes","no","no",674
27356,47,"self-employed","no","no","no",318
27357,53,"technician","yes","no","no",1835
27358,33,"entrepreneur","yes","yes","no",87
27359,59,"management","yes","yes","no",261
27360,38,"blue-collar","yes","no","no",0
27361,52,"management","yes","no","no",2428
27362,34,"technician","yes","yes","no",7
27363,56,"housemaid","no","no","no",445
27364,32,"blue-collar","yes","no","no",9750
27365,54,"retired","no","yes","no",235
27366,49,"admin.","no","no","no",6512
27367,39,"admin.","no","no","no",2319
27368,43,"management","no","no","no",146
27369,30,"blue-collar","no","yes","no",0
27370,31,"entrepreneur","no","no","no",82
27371,34,"management","yes","no","no",2594
27372,43,"management","no","no","no",2083
27373,56,"management","no","no","no",2811
27374,41,"services","yes","no","no",6687
27375,36,"blue-collar","yes","no","no",3266
27376,30,"blue-collar","no","no","no",6900
27377,33,"entrepreneur","no","no","no",3017
27378,30,"student","no","no","no",3300
27379,59,"management","yes","no","no",7813
27380,39,"entrepreneur","no","no","no",0
27381,48,"admin.","no","yes","no",0
27382,31,"management","yes","no","no",4718
27383,31,"blue-collar","yes","no","no",1565
27384,55,"blue-collar","yes","no","no",2227
27385,35,"unemployed","no","yes","no",259
27386,39,"management","yes","no","no",13578
27387,45,"technician","yes","no","no",0
27388,32,"services","no","no","no",1076
27389,40,"self-employed","yes","no","no",271
27390,50,"services","yes","no","no",57435
27391,32,"self-employed","no","yes","no",-98
27392,31,"technician","no","no","no",95
27393,32,"blue-collar","no","no","no",1047
27394,36,"management","yes","no","no",1619
27395,32,"services","yes","no","no",11287
27396,30,"admin.","yes","no","no",4457
27397,45,"admin.","yes","no","no",946
27398,57,"admin.","no","yes","no",6157
27399,37,"entrepreneur","no","no","no",65
27400,41,"admin.","no","no","no",748
27401,44,"management","yes","no","yes",0
27402,39,"management","yes","no","no",137
27403,35,"technician","yes","no","no",817
27404,30,"admin.","yes","no","no",105
27405,42,"management","no","no","no",36
27406,32,"admin.","no","no","no",118
27407,32,"management","yes","no","no",86
27408,33,"management","yes","no","no",418
27409,44,"blue-collar","yes","no","no",16178
27410,57,"management","no","yes","no",0
27411,53,"blue-collar","yes","no","no",3036
27412,40,"services","yes","yes","no",5129
27413,31,"technician","no","no","no",1230
27414,52,"management","yes","no","no",5728
27415,30,"admin.","yes","yes","no",294
27416,32,"admin.","yes","no","no",3816
27417,57,"unemployed","no","no","no",3367
27418,40,"management","yes","no","no",1584
27419,52,"management","yes","yes","no",1065
27420,36,"management","no","no","no",7
27421,49,"services","yes","yes","no",66
27422,36,"management","yes","yes","no",72
27423,30,"blue-collar","no","no","no",618
27424,34,"unemployed","yes","no","no",6438
27425,57,"management","yes","no","no",3431
27426,45,"technician","no","no","no",2403
27427,47,"admin.","yes","no","no",0
27428,41,"management","yes","yes","no",102
27429,34,"unknown","no","no","no",1434
27430,32,"housemaid","yes","no","no",23663
27431,57,"technician","yes","no","no",2352
27432,41,"management","no","no","no",0
27433,57,"retired","no","no","no",5010
27434,40,"management","yes","no","no",4025
27435,47,"management","yes","no","no",7708
27436,49,"management","no","no","no",22520
27437,51,"management","yes","no","no",4
27438,42,"blue-collar","yes","no","no",0
27439,32,"management","no","no","no",874
27440,35,"unemployed","no","no","no",3285
27441,59,"unemployed","no","no","no",7724
27442,37,"blue-collar","yes","no","no",2120
27443,31,"unknown","no","no","no",111
27444,43,"management","yes","no","no",1751
27445,57,"housemaid","no","no","no",4969
27446,43,"technician","no","no","no",201
27447,41,"blue-collar","yes","no","no",1539
27448,31,"admin.","yes","no","no",144
27449,59,"blue-collar","no","no","no",10054
27450,52,"blue-collar","yes","no","no",28
27451,46,"admin.","no","no","no",3163
27452,43,"unknown","no","no","no",2731
27453,55,"technician","yes","no","no",4746
27454,55,"retired","no","yes","no",1580
27455,49,"services","yes","no","no",4713
27456,44,"management","no","yes","no",-692
27457,51,"unemployed","no","yes","no",74
27458,40,"services","yes","no","no",0
27459,37,"management","no","no","no",2951
27460,30,"management","no","no","no",9634
27461,53,"management","yes","no","no",13901
27462,32,"entrepreneur","yes","no","no",73
27463,32,"self-employed","no","no","no",14522
27464,45,"blue-collar","no","no","no",3169
27465,35,"entrepreneur","yes","no","no",29397
27466,40,"technician","yes","no","no",40
27467,36,"self-employed","yes","no","no",1006
27468,53,"management","no","no","no",2693
27469,31,"self-employed","yes","no","no",17924
27470,31,"services","no","no","yes",29
27471,36,"technician","no","no","no",407
27472,45,"services","yes","yes","no",0
27473,31,"management","no","no","no",4123
27474,42,"admin.","no","no","no",-67
27475,32,"admin.","yes","no","no",540
27476,34,"admin.","yes","no","no",892
27477,47,"technician","no","no","no",912
27478,58,"management","yes","no","no",50
27479,38,"management","yes","no","no",16236
27480,31,"management","no","no","no",3283
27481,31,"management","no","no","no",307
27482,53,"self-employed","no","no","no",186
27483,57,"housemaid","no","no","no",492
27484,37,"services","no","yes","no",105
27485,31,"services","yes","no","no",490
27486,56,"entrepreneur","no","no","no",386
27487,51,"blue-collar","yes","no","no",0
27488,32,"admin.","yes","no","no",752
27489,36,"self-employed","yes","no","no",6385
27490,41,"blue-collar","yes","no","no",1394
27491,44,"blue-collar","yes","no","no",376
27492,39,"technician","no","no","no",566
27493,40,"admin.","yes","no","no",1200
27494,39,"self-employed","no","no","no",254
27495,43,"management","no","no","no",2640
27496,46,"technician","no","yes","no",410
27497,34,"management","no","no","no",2343
27498,34,"technician","no","no","no",863
27499,45,"management","no","no","no",207
27500,34,"management","no","no","no",5195
27501,41,"student","yes","no","no",1934
27502,38,"admin.","no","no","no",1973
27503,52,"blue-collar","yes","no","no",4793
27504,44,"blue-collar","yes","yes","no",0
27505,53,"self-employed","no","no","no",731
27506,45,"technician","yes","no","no",302
27507,30,"self-employed","no","no","no",1050
27508,46,"technician","yes","no","no",2045
27509,34,"entrepreneur","yes","no","no",318
27510,34,"entrepreneur","yes","no","no",2856
27511,41,"technician","yes","yes","no",2125
27512,30,"technician","no","no","no",2734
27513,50,"retired","no","no","no",1047
27514,36,"blue-collar","yes","no","no",3463
27515,46,"technician","yes","no","no",1167
27516,32,"entrepreneur","yes","yes","no",7641
27517,31,"entrepreneur","yes","no","no",0
27518,38,"management","no","no","no",3436
27519,42,"unemployed","yes","no","no",8131
27520,34,"entrepreneur","yes","no","no",714
27521,30,"blue-collar","no","no","no",5641
27522,33,"technician","yes","no","no",44
27523,36,"self-employed","yes","no","no",634
27524,32,"technician","yes","no","no",392
27525,55,"blue-collar","yes","no","no",1937
27526,59,"management","no","no","no",3534
27527,54,"blue-collar","yes","no","no",0
27528,39,"management","yes","yes","no",15
27529,32,"management","yes","no","no",1615
27530,30,"services","yes","no","no",973
27531,56,"blue-collar","yes","no","no",9898
27532,30,"services","yes","no","no",0
27533,49,"admin.","no","no","no",1320
27534,46,"self-employed","yes","yes","no",8017
27535,52,"admin.","no","no","no",4493
27536,43,"admin.","yes","no","no",738
27537,45,"blue-collar","yes","no","no",2644
27538,49,"entrepreneur","no","no","no",763
27539,41,"blue-collar","yes","no","no",686
27540,37,"management","yes","no","no",6158
27541,35,"admin.","no","yes","no",3636
27542,41,"admin.","no","yes","yes",0
27543,55,"management","yes","no","no",4847
27544,55,"management","no","no","no",1928
27545,31,"management","yes","no","no",477
27546,34,"services","yes","no","no",1637
27547,33,"technician","yes","no","no",2466
27548,49,"management","yes","no","no",5711
27549,37,"technician","yes","no","no",363
27550,50,"unemployed","no","no","no",36221
27551,43,"technician","yes","no","no",3288
27552,55,"housemaid","no","no","no",1241
27553,58,"management","no","no","no",1602
27554,32,"technician","no","no","no",354
27555,34,"management","yes","no","no",2633
27556,33,"blue-collar","yes","yes","no",-367
27557,36,"management","no","no","no",396
27558,37,"technician","yes","no","no",807
27559,52,"blue-collar","no","no","no",580
27560,41,"self-employed","yes","no","no",4418
27561,33,"technician","yes","no","no",558
27562,35,"self-employed","yes","no","no",524
27563,39,"blue-collar","yes","yes","no",477
27564,33,"management","yes","yes","no",0
27565,43,"technician","yes","no","no",6673
27566,30,"blue-collar","no","no","no",2380
27567,46,"management","no","no","no",149
27568,31,"management","yes","no","no",2085
27569,50,"blue-collar","yes","no","no",5423
27570,49,"management","no","no","no",2147
27571,38,"technician","yes","no","no",2767
27572,39,"blue-collar","yes","no","no",119
27573,51,"management","no","no","no",6503
27574,46,"services","no","no","no",4329
27575,30,"blue-collar","yes","no","no",2929
27576,48,"technician","no","no","no",1000
27577,54,"management","yes","no","no",1114
27578,53,"technician","no","yes","no",1738
27579,47,"self-employed","no","no","no",3072
27580,42,"management","no","yes","no",764
27581,33,"blue-collar","yes","no","no",744
27582,49,"management","no","yes","no",934
27583,33,"admin.","yes","no","no",12704
27584,33,"entrepreneur","yes","no","no",83
27585,34,"management","yes","no","no",731
27586,34,"technician","yes","yes","no",44
27587,35,"entrepreneur","no","no","no",5
27588,31,"technician","no","no","no",967
27589,33,"admin.","yes","no","no",1834
27590,31,"services","yes","no","yes",-158
27591,30,"technician","yes","no","no",817
27592,40,"admin.","yes","no","no",877
27593,45,"services","no","no","no",133
27594,38,"housemaid","no","no","no",4312
27595,45,"retired","no","no","yes",86
27596,45,"blue-collar","yes","yes","no",2246
27597,42,"services","no","no","no",7482
27598,35,"management","yes","no","no",538
27599,39,"entrepreneur","no","yes","no",1171
27600,44,"housemaid","no","no","no",2388
27601,47,"blue-collar","yes","no","no",473
27602,37,"management","no","yes","no",22125
27603,48,"technician","no","no","no",761
27604,37,"blue-collar","yes","no","no",1407
27605,50,"management","yes","no","no",4374
27606,46,"technician","no","no","no",15120
27607,52,"entrepreneur","no","yes","no",2309
27608,38,"management","no","no","no",1257
27609,42,"blue-collar","yes","yes","no",-571
27610,43,"management","yes","yes","no",15423
27611,45,"management","no","no","no",1546
27612,36,"management","no","no","no",1785
27613,41,"blue-collar","yes","no","no",1820
27614,33,"blue-collar","yes","no","no",1903
27615,35,"management","yes","no","no",22569
27616,37,"housemaid","yes","yes","no",0
27617,36,"admin.","yes","no","no",0
27618,30,"self-employed","yes","yes","no",1036
27619,33,"management","no","no","no",3821
27620,33,"entrepreneur","yes","yes","no",3140
27621,34,"technician","yes","no","no",362
27622,37,"blue-collar","yes","no","no",1322
27623,45,"blue-collar","yes","no","no",392
27624,32,"services","no","yes","no",344
27625,47,"admin.","no","no","no",6695
27626,32,"services","yes","no","no",3181
27627,32,"self-employed","no","no","no",368
27628,35,"technician","yes","no","no",1183
27629,55,"unemployed","yes","no","no",4809
27630,49,"technician","no","no","no",5996
27631,33,"management","yes","yes","no",0
27632,41,"services","yes","no","no",5907
27633,52,"services","yes","no","no",2618
27634,42,"self-employed","yes","no","no",484
27635,41,"management","yes","no","no",4063
27636,47,"technician","yes","no","no",2283
27637,58,"entrepreneur","no","yes","no",0
27638,50,"blue-collar","no","no","no",0
27639,34,"management","yes","no","no",714
27640,47,"blue-collar","no","yes","no",3451
27641,43,"technician","no","yes","no",282
27642,36,"management","no","no","no",339
27643,35,"self-employed","no","no","no",1732
27644,48,"management","no","no","no",7825
27645,37,"admin.","yes","no","no",1097
27646,57,"self-employed","yes","no","no",6056
27647,38,"management","no","no","no",6742
27648,45,"technician","yes","no","no",1971
27649,41,"entrepreneur","yes","yes","no",0
27650,47,"housemaid","no","no","no",333
27651,37,"management","no","no","no",2173
27652,51,"self-employed","no","no","no",2235
27653,43,"entrepreneur","yes","no","no",346
27654,59,"management","yes","no","no",20798
27655,32,"technician","yes","no","no",665
27656,50,"entrepreneur","no","no","no",6825
27657,46,"admin.","yes","no","no",3098
27658,42,"management","yes","yes","no",1275
27659,44,"unemployed","no","no","no",0
27660,37,"blue-collar","yes","no","no",3111
27661,32,"admin.","no","no","no",4764
27662,32,"admin.","yes","no","no",79
27663,54,"management","no","no","no",5787
27664,35,"technician","no","yes","no",587
27665,33,"management","yes","yes","no",3495
27666,35,"services","no","yes","no",537
27667,49,"services","yes","no","no",0
27668,53,"technician","no","yes","no",173
27669,31,"management","no","no","no",1402
27670,57,"services","no","no","no",4664
27671,46,"technician","yes","no","no",0
27672,46,"admin.","yes","no","no",9319
27673,51,"technician","no","no","no",2937
27674,34,"management","yes","no","no",6808
27675,30,"services","no","no","no",9531
27676,45,"entrepreneur","no","no","no",-264
27677,36,"blue-collar","yes","no","yes",-530
27678,37,"services","yes","no","no",0
27679,36,"management","yes","no","no",515
27680,56,"blue-collar","yes","yes","no",1521
27681,31,"blue-collar","no","no","no",1601
27682,40,"technician","yes","yes","no",180
27683,50,"self-employed","no","no","no",0
27684,38,"services","yes","no","no",8554
27685,36,"unemployed","yes","no","no",2347
27686,32,"management","no","no","no",0
27687,35,"self-employed","yes","no","no",4693
27688,38,"technician","yes","no","no",1063
27689,51,"management","yes","no","no",8265
27690,32,"services","yes","no","no",875
27691,46,"management","yes","no","no",-94
27692,45,"blue-collar","no","no","no",2121
27693,34,"blue-collar","yes","no","no",2720
27694,35,"self-employed","no","no","no",8883
27695,36,"management","yes","no","no",0
27696,32,"technician","yes","no","no",785
27697,49,"technician","yes","no","no",1077
27698,42,"management","no","no","no",5
27699,39,"entrepreneur","no","no","no",442
27700,44,"management","no","no","no",736
27701,36,"technician","yes","no","no",4932
27702,38,"management","no","no","no",-17
27703,32,"technician","yes","no","no",1308
27704,50,"technician","no","yes","no",-315
27705,49,"admin.","yes","no","no",981
27706,30,"blue-collar","yes","no","no",4127
27707,40,"blue-collar","yes","no","no",-648
27708,42,"services","no","no","no",410
27709,40,"blue-collar","yes","no","yes",0
27710,36,"blue-collar","yes","no","no",156
27711,50,"admin.","yes","no","no",797
27712,54,"self-employed","yes","no","no",1016
27713,31,"management","no","no","no",1899
27714,28,"student","yes","no","no",290
27715,23,"unemployed","no","no","no",1003
27716,41,"technician","yes","no","no",0
27717,38,"management","yes","yes","no",0
27718,50,"technician","no","no","no",72
27719,30,"blue-collar","no","no","no",130
27720,22,"management","no","no","no",760
27721,39,"technician","no","no","no",616
27722,32,"management","no","no","no",2223
27723,34,"services","no","no","no",1442
27724,55,"retired","no","no","no",366
27725,38,"management","yes","no","no",0
27726,32,"blue-collar","no","no","no",232
27727,53,"management","no","yes","no",1004
27728,28,"admin.","no","no","no",6100
27729,59,"management","yes","no","no",2143
27730,40,"management","yes","yes","no",378
27731,28,"admin.","no","no","no",654
27732,46,"technician","yes","no","no",0
27733,54,"technician","no","no","no",1076
27734,53,"unknown","no","no","no",13
27735,29,"management","no","no","no",805
27736,26,"admin.","no","no","no",609
27737,48,"unemployed","no","no","no",641
27738,38,"management","yes","no","no",574
27739,42,"unemployed","no","no","no",759
27740,43,"technician","yes","no","no",87
27741,42,"management","no","yes","no",266
27742,59,"services","yes","no","no",1
27743,27,"services","no","no","no",-232
27744,37,"housemaid","no","no","no",1358
27745,36,"technician","yes","no","no",167
27746,58,"retired","no","yes","no",-607
27747,28,"housemaid","no","no","no",5
27748,42,"technician","no","no","no",-593
27749,26,"management","no","no","no",2725
27750,36,"blue-collar","yes","no","no",70
27751,42,"services","no","no","no",774
27752,38,"blue-collar","yes","no","no",316
27753,43,"entrepreneur","no","no","no",323
27754,55,"retired","no","yes","no",1431
27755,43,"entrepreneur","yes","no","no",626
27756,30,"management","yes","no","no",13
27757,40,"technician","yes","no","no",2017
27758,38,"blue-collar","no","no","no",67
27759,57,"technician","yes","no","no",589
27760,60,"retired","no","no","no",8025
27761,32,"student","no","no","no",0
27762,47,"technician","no","no","no",459
27763,55,"technician","no","no","yes",4
27764,27,"technician","no","yes","no",3064
27765,26,"unemployed","no","no","no",814
27766,30,"management","no","no","no",188
27767,34,"admin.","no","no","no",260
27768,30,"student","no","no","no",699
27769,59,"blue-collar","no","no","no",8
27770,38,"blue-collar","yes","no","no",127
27771,28,"admin.","no","no","no",511
27772,51,"retired","yes","no","no",965
27773,48,"services","no","yes","no",651
27774,30,"management","no","no","no",464
27775,29,"management","no","no","no",451
27776,53,"unemployed","no","no","no",6248
27777,49,"technician","yes","no","no",808
27778,53,"technician","yes","no","no",392
27779,53,"retired","no","no","no",1068
27780,33,"blue-collar","yes","yes","yes",-354
27781,29,"admin.","no","no","no",8
27782,37,"unemployed","yes","no","no",57
27783,26,"services","no","no","no",285
27784,49,"management","no","no","no",865
27785,28,"services","no","no","no",356
27786,37,"management","yes","no","no",-76
27787,48,"blue-collar","no","no","no",1678
27788,26,"self-employed","no","no","no",25
27789,46,"technician","yes","no","no",557
27790,32,"blue-collar","no","no","no",3662
27791,57,"services","no","no","no",362
27792,52,"services","yes","yes","no",393
27793,30,"management","no","no","no",1572
27794,43,"management","yes","yes","no",344
27795,43,"technician","no","no","no",3049
27796,46,"technician","yes","no","no",741
27797,41,"management","no","no","no",226
27798,28,"student","no","no","no",1096
27799,27,"management","no","no","no",589
27800,32,"admin.","yes","no","no",254
27801,48,"technician","yes","no","no",0
27802,46,"management","no","no","no",460
27803,30,"admin.","no","no","no",1309
27804,42,"technician","yes","no","no",823
27805,27,"technician","no","no","no",28
27806,43,"technician","no","no","no",-57
27807,29,"admin.","no","no","no",187
27808,28,"student","no","no","no",101
27809,26,"unemployed","no","no","no",461
27810,29,"blue-collar","no","yes","no",415
27811,44,"services","no","no","no",983
27812,28,"unemployed","no","no","no",23
27813,43,"services","yes","no","no",2478
27814,52,"technician","yes","no","no",425
27815,58,"blue-collar","no","no","no",584
27816,52,"technician","no","yes","no",-35
27817,33,"management","no","no","no",373
27818,33,"admin.","no","yes","no",4012
27819,32,"unemployed","no","no","no",71
27820,33,"management","yes","yes","no",332
27821,31,"management","yes","yes","no",581
27822,58,"technician","no","no","no",178
27823,34,"unknown","no","no","no",859
27824,47,"blue-collar","yes","yes","no",1452
27825,36,"management","no","no","no",105
27826,26,"blue-collar","no","no","no",78
27827,50,"blue-collar","yes","no","no",378
27828,55,"services","yes","no","no",322
27829,30,"management","no","no","no",119
27830,53,"self-employed","no","no","no",1672
27831,52,"unemployed","yes","no","no",20
27832,41,"management","no","no","no",102
27833,58,"unemployed","no","no","no",446
27834,49,"management","no","yes","no",613
27835,58,"admin.","no","no","no",903
27836,31,"management","no","no","no",804
27837,52,"technician","yes","no","no",98
27838,45,"technician","no","no","no",1686
27839,58,"retired","yes","yes","no",374
27840,51,"management","yes","no","no",409
27841,45,"technician","no","no","no",1938
27842,55,"blue-collar","no","yes","no",93
27843,57,"retired","no","yes","no",34
27844,39,"unknown","no","no","no",0
27845,41,"admin.","yes","no","no",1088
27846,37,"technician","yes","no","no",3720
27847,46,"management","yes","no","no",638
27848,54,"unemployed","no","no","no",550
27849,26,"technician","no","no","no",3244
27850,31,"technician","no","no","no",53
27851,59,"unemployed","no","no","no",309
27852,48,"technician","no","no","no",0
27853,44,"blue-collar","no","no","no",8
27854,53,"technician","yes","no","no",529
27855,54,"entrepreneur","no","yes","no",1129
27856,57,"management","no","no","no",0
27857,44,"unemployed","no","no","no",3945
27858,60,"retired","no","no","no",1216
27859,45,"housemaid","yes","no","no",1526
27860,41,"blue-collar","no","no","no",620
27861,41,"services","no","no","no",1400
27862,29,"admin.","no","no","no",19
27863,54,"retired","no","no","no",726
27864,56,"unemployed","no","yes","no",-246
27865,31,"unemployed","no","no","no",20
27866,43,"self-employed","no","no","no",284
27867,32,"services","no","no","no",951
27868,35,"unemployed","no","no","no",-17
27869,44,"technician","yes","no","no",306
27870,31,"technician","yes","yes","no",0
27871,38,"technician","yes","no","no",275
27872,31,"housemaid","no","no","no",596
27873,43,"blue-collar","no","no","no",2317
27874,38,"blue-collar","yes","no","no",105
27875,46,"management","no","no","no",194
27876,50,"blue-collar","no","no","no",218
27877,45,"management","yes","yes","no",0
27878,35,"blue-collar","no","no","no",21
27879,44,"admin.","yes","no","no",127
27880,55,"unemployed","no","no","no",512
27881,36,"services","no","no","no",301
27882,37,"housemaid","no","no","no",723
27883,26,"admin.","no","no","no",52
27884,49,"unemployed","no","no","no",213
27885,31,"self-employed","yes","yes","no",1657
27886,38,"management","yes","no","no",1066
27887,51,"admin.","no","no","no",176
27888,44,"admin.","yes","no","no",429
27889,42,"housemaid","no","no","no",578
27890,58,"unemployed","yes","no","no",149
27891,53,"housemaid","no","no","no",554
27892,48,"management","no","no","no",5978
27893,45,"management","no","yes","no",347
27894,60,"self-employed","no","yes","no",362
27895,60,"retired","no","no","no",372
27896,48,"technician","yes","no","no",340
27897,35,"management","no","yes","no",436
27898,41,"housemaid","no","no","no",2429
27899,56,"admin.","no","no","no",3869
27900,59,"retired","no","no","no",914
27901,50,"admin.","no","no","no",495
27902,52,"technician","yes","no","no",370
27903,48,"management","no","yes","no",-295
27904,57,"blue-collar","no","no","no",1316
27905,36,"admin.","yes","no","no",586
27906,52,"housemaid","no","no","no",337
27907,59,"retired","no","no","no",13
27908,57,"blue-collar","no","yes","no",297
27909,37,"services","yes","no","no",62
27910,50,"housemaid","no","no","no",799
27911,48,"technician","no","no","no",220
27912,58,"services","no","no","no",0
27913,45,"technician","yes","no","no",299
27914,59,"retired","yes","no","no",1066
27915,54,"management","yes","no","no",876
27916,47,"unemployed","no","no","no",4274
27917,28,"management","no","no","no",264
27918,55,"admin.","no","yes","no",98
27919,59,"retired","no","no","no",524
27920,45,"management","no","no","no",1874
27921,39,"admin.","no","no","no",536
27922,45,"housemaid","yes","no","no",31
27923,58,"management","yes","no","no",1271
27924,27,"student","no","no","no",3
27925,29,"technician","no","no","no",4557
27926,50,"management","yes","yes","no",1349
27927,43,"unknown","no","no","no",181
27928,46,"management","no","no","no",625
27929,50,"blue-collar","no","no","no",253
27930,26,"unemployed","no","no","no",340
27931,40,"technician","no","yes","no",529
27932,45,"services","no","no","no",-32
27933,29,"unknown","no","no","no",1502
27934,37,"housemaid","no","no","no",0
27935,59,"admin.","yes","no","no",1455
27936,33,"management","yes","no","no",215
27937,41,"admin.","no","no","no",201
27938,54,"admin.","no","yes","yes",-1089
27939,27,"technician","no","no","no",1187
27940,36,"technician","yes","no","no",480
27941,37,"management","yes","no","no",857
27942,52,"admin.","no","no","no",199
27943,53,"technician","yes","no","no",476
27944,57,"retired","no","no","no",316
27945,48,"technician","yes","yes","no",1449
27946,35,"self-employed","no","no","no",4213
27947,32,"blue-collar","no","no","no",2746
27948,34,"unemployed","no","no","no",371
27949,28,"unknown","no","no","no",4465
27950,28,"unemployed","no","no","no",1055
27951,34,"self-employed","no","no","no",36
27952,36,"admin.","no","no","no",0
27953,28,"technician","yes","no","no",387
27954,34,"blue-collar","no","no","no",5901
27955,54,"admin.","yes","yes","no",1279
27956,31,"services","yes","no","no",338
27957,38,"management","no","no","no",223
27958,44,"entrepreneur","yes","yes","no",3463
27959,27,"technician","no","no","no",42
27960,30,"admin.","yes","no","no",732
27961,39,"blue-collar","yes","yes","no",264
27962,47,"services","no","no","no",0
27963,32,"admin.","no","no","no",89
27964,31,"management","no","no","no",288
27965,58,"unemployed","no","no","no",744
27966,60,"retired","no","yes","no",1369
27967,37,"blue-collar","no","no","no",417
27968,32,"student","yes","no","no",1694
27969,43,"management","yes","no","no",379
27970,48,"technician","no","no","no",547
27971,33,"management","no","no","no",726
27972,39,"technician","yes","no","no",434
27973,54,"technician","yes","no","no",0
27974,41,"self-employed","no","no","no",1616
27975,45,"blue-collar","yes","no","no",47
27976,36,"management","yes","no","no",0
27977,47,"technician","no","no","no",487
27978,29,"technician","no","no","no",0
27979,32,"management","no","no","no",393
27980,28,"services","no","no","no",0
27981,53,"technician","no","no","no",1357
27982,59,"blue-collar","no","no","no",699
27983,32,"blue-collar","yes","yes","no",0
27984,33,"blue-collar","yes","no","no",0
27985,55,"technician","no","no","no",3207
27986,32,"technician","no","no","no",100
27987,60,"management","no","no","no",130
27988,32,"management","no","no","no",787
27989,58,"management","no","no","no",37
27990,33,"technician","yes","no","no",0
27991,29,"self-employed","no","no","no",0
27992,41,"technician","no","yes","no",1508
27993,32,"admin.","no","no","no",3473
27994,31,"technician","yes","no","no",3222
27995,43,"blue-collar","no","no","no",1035
27996,58,"technician","no","no","no",1
27997,53,"management","no","no","no",0
27998,33,"technician","no","no","no",0
27999,32,"unemployed","no","no","no",527
28000,30,"management","no","no","no",140
28001,46,"technician","no","no","no",0
28002,43,"blue-collar","yes","no","no",117
28003,42,"technician","no","no","no",-321
28004,46,"services","no","no","no",755
28005,52,"technician","no","no","no",1033
28006,47,"blue-collar","no","no","no",1236
28007,49,"technician","yes","yes","no",177
