"index","age","marital","education"
28175,32,"single","tertiary"
28176,42,"divorced","tertiary"
28177,45,"divorced","tertiary"
28178,47,"married","secondary"
28179,35,"married","secondary"
28180,49,"married","secondary"
28181,32,"married","secondary"
28182,60,"married","secondary"
28183,37,"married","primary"
28184,26,"single","secondary"
28185,33,"divorced","tertiary"
28186,50,"single","tertiary"
28187,46,"married","secondary"
28188,59,"married","tertiary"
28189,27,"single","secondary"
28190,32,"single","secondary"
28191,30,"single","tertiary"
28192,35,"single","unknown"
28193,27,"married","secondary"
28194,47,"divorced","secondary"
28195,39,"divorced","tertiary"
28196,41,"married","tertiary"
28197,47,"married","secondary"
28198,53,"married","secondary"
28199,29,"single","secondary"
28200,59,"divorced","secondary"
28201,26,"single","tertiary"
28202,37,"single","secondary"
28203,32,"married","secondary"
28204,54,"married","secondary"
28205,51,"single","tertiary"
28206,29,"single","tertiary"
28207,28,"married","secondary"
28208,59,"married","secondary"
28209,29,"single","primary"
28210,41,"single","unknown"
28211,53,"married","tertiary"
28212,49,"married","primary"
28213,59,"married","secondary"
28214,31,"single","tertiary"
28215,33,"married","secondary"
28216,48,"married","primary"
28217,41,"single","secondary"
28218,27,"single","tertiary"
28219,35,"single","secondary"
28220,53,"married","primary"
28221,53,"divorced","secondary"
28222,34,"married","tertiary"
28223,55,"married","secondary"
28224,37,"married","tertiary"
28225,40,"single","secondary"
28226,28,"married","secondary"
28227,31,"single","secondary"
28228,42,"divorced","primary"
28229,31,"single","tertiary"
28230,32,"single","secondary"
28231,41,"married","tertiary"
28232,31,"single","tertiary"
28233,54,"divorced","tertiary"
28234,45,"single","primary"
28235,27,"single","tertiary"
28236,31,"married","tertiary"
28237,29,"single","primary"
28238,38,"single","tertiary"
28239,32,"single","secondary"
28240,48,"married","primary"
28241,55,"married","secondary"
28242,29,"single","tertiary"
28243,26,"single","primary"
28244,37,"single","secondary"
28245,52,"married","primary"
28246,58,"divorced","secondary"
28247,26,"married","primary"
28248,57,"married","primary"
28249,39,"single","tertiary"
28250,34,"married","tertiary"
28251,32,"single","tertiary"
28252,35,"single","tertiary"
28253,36,"single","tertiary"
28254,35,"single","secondary"
28255,30,"single","secondary"
28256,30,"single","secondary"
28257,30,"single","secondary"
28258,53,"married","tertiary"
28259,35,"married","secondary"
28260,36,"married","tertiary"
28261,53,"married","tertiary"
28262,34,"married","tertiary"
28263,36,"married","secondary"
28264,40,"divorced","secondary"
28265,33,"single","tertiary"
28266,35,"single","tertiary"
28267,35,"single","secondary"
28268,33,"married","secondary"
28269,42,"single","secondary"
28270,48,"married","primary"
28271,29,"married","tertiary"
28272,27,"married","tertiary"
28273,45,"married","secondary"
28274,40,"single","tertiary"
28275,52,"married","primary"
28276,32,"single","secondary"
28277,53,"divorced","secondary"
28278,33,"married","tertiary"
28279,36,"single","secondary"
28280,60,"married","unknown"
28281,37,"married","secondary"
28282,44,"married","primary"
28283,47,"divorced","secondary"
28284,32,"married","primary"
28285,34,"married","tertiary"
28286,28,"married","secondary"
28287,44,"married","secondary"
28288,46,"divorced","secondary"
28289,40,"divorced","secondary"
28290,38,"married","secondary"
28291,35,"married","primary"
28292,58,"divorced","tertiary"
28293,38,"married","secondary"
28294,30,"single","secondary"
28295,26,"married","tertiary"
28296,44,"single","primary"
28297,53,"married","tertiary"
28298,34,"single","tertiary"
28299,28,"single","secondary"
28300,34,"single","secondary"
28301,29,"married","primary"
28302,38,"divorced","secondary"
28303,28,"single","secondary"
28304,46,"married","secondary"
28305,45,"married","primary"
28306,29,"single","secondary"
28307,49,"married","tertiary"
28308,41,"married","secondary"
28309,48,"married","tertiary"
28310,35,"married","secondary"
28311,34,"single","tertiary"
28312,32,"single","secondary"
28313,35,"married","tertiary"
28314,30,"single","secondary"
28315,31,"single","tertiary"
28316,45,"married","primary"
28317,31,"married","secondary"
28318,42,"married","secondary"
28319,38,"divorced","tertiary"
28320,31,"married","tertiary"
28321,40,"married","tertiary"
28322,32,"single","secondary"
28323,35,"married","secondary"
28324,34,"single","secondary"
28325,37,"married","tertiary"
28326,56,"single","tertiary"
28327,47,"married","secondary"
28328,38,"single","tertiary"
28329,50,"divorced","secondary"
28330,43,"married","secondary"
28331,38,"single","tertiary"
28332,48,"married","tertiary"
28333,31,"married","primary"
28334,35,"single","secondary"
28335,28,"single","tertiary"
28336,49,"divorced","primary"
28337,33,"married","secondary"
28338,36,"single","secondary"
28339,26,"married","secondary"
28340,27,"single","primary"
28341,53,"married","secondary"
28342,39,"married","secondary"
28343,33,"married","secondary"
28344,28,"single","tertiary"
28345,28,"single","secondary"
28346,27,"married","secondary"
28347,59,"married","tertiary"
28348,44,"married","tertiary"
28349,56,"married","primary"
28350,32,"single","secondary"
28351,35,"married","tertiary"
28352,56,"married","primary"
28353,33,"single","tertiary"
28354,30,"married","secondary"
28355,49,"single","secondary"
28356,36,"single","tertiary"
28357,39,"single","secondary"
28358,59,"married","tertiary"
28359,50,"married","secondary"
28360,28,"married","secondary"
28361,55,"married","primary"
28362,30,"single","tertiary"
28363,34,"single","secondary"
28364,41,"single","secondary"
28365,41,"married","secondary"
28366,34,"single","secondary"
28367,33,"married","secondary"
28368,34,"single","primary"
28369,31,"married","secondary"
28370,26,"single","primary"
28371,36,"single","tertiary"
28372,37,"divorced","tertiary"
28373,35,"divorced","tertiary"
28374,28,"married","unknown"
28375,37,"married","tertiary"
28376,26,"divorced","tertiary"
28377,31,"married","tertiary"
28378,37,"single","secondary"
28379,52,"married","secondary"
28380,41,"single","tertiary"
28381,50,"married","secondary"
28382,32,"married","secondary"
28383,30,"single","secondary"
28384,32,"single","secondary"
28385,39,"married","secondary"
28386,40,"single","secondary"
28387,27,"single","secondary"
28388,46,"married","primary"
28389,27,"married","unknown"
28390,54,"married","secondary"
28391,35,"married","secondary"
28392,29,"married","tertiary"
28393,32,"single","secondary"
28394,43,"single","secondary"
28395,53,"single","primary"
28396,33,"single","tertiary"
28397,38,"single","secondary"
28398,37,"married","secondary"
28399,46,"married","primary"
28400,40,"divorced","secondary"
28401,51,"married","secondary"
28402,47,"married","primary"
28403,30,"single","secondary"
28404,33,"single","tertiary"
28405,57,"married","unknown"
28406,28,"single","tertiary"
28407,38,"married","primary"
28408,45,"married","primary"
28409,30,"single","secondary"
28410,28,"single","tertiary"
28411,34,"married","tertiary"
28412,55,"divorced","primary"
28413,59,"single","secondary"
28414,53,"married","secondary"
28415,52,"married","secondary"
28416,39,"married","tertiary"
28417,35,"married","tertiary"
28418,39,"divorced","tertiary"
28419,52,"married","tertiary"
28420,33,"divorced","unknown"
28421,60,"divorced","unknown"
28422,27,"single","tertiary"
28423,29,"single","secondary"
28424,45,"divorced","secondary"
28425,32,"single","tertiary"
28426,38,"married","secondary"
28427,32,"married","secondary"
28428,53,"divorced","secondary"
28429,58,"divorced","primary"
28430,38,"single","tertiary"
28431,28,"married","secondary"
28432,39,"single","tertiary"
28433,34,"single","secondary"
28434,40,"divorced","primary"
28435,26,"single","primary"
28436,53,"single","secondary"
28437,43,"single","unknown"
28438,53,"married","primary"
28439,38,"married","tertiary"
28440,26,"single","secondary"
28441,32,"married","secondary"
28442,55,"divorced","secondary"
28443,59,"single","unknown"
28444,44,"married","primary"
28445,49,"married","tertiary"
28446,47,"single","tertiary"
28447,27,"single","secondary"
28448,27,"married","secondary"
28449,33,"single","tertiary"
28450,34,"single","tertiary"
28451,31,"single","secondary"
28452,31,"married","secondary"
28453,27,"single","tertiary"
28454,27,"single","tertiary"
28455,46,"married","secondary"
28456,31,"married","tertiary"
28457,36,"single","tertiary"
28458,31,"divorced","secondary"
28459,30,"single","secondary"
28460,28,"single","secondary"
28461,31,"single","secondary"
28462,38,"single","tertiary"
28463,57,"married","unknown"
28464,29,"married","tertiary"
28465,26,"single","tertiary"
28466,26,"single","secondary"
28467,28,"single","secondary"
28468,51,"single","primary"
28469,28,"single","secondary"
28470,36,"married","secondary"
28471,26,"single","unknown"
28472,60,"divorced","secondary"
28473,33,"single","secondary"
28474,31,"married","tertiary"
28475,45,"married","secondary"
28476,27,"single","primary"
28477,56,"single","tertiary"
28478,32,"divorced","secondary"
28479,28,"single","tertiary"
28480,40,"married","secondary"
28481,26,"single","secondary"
28482,29,"single","tertiary"
28483,30,"divorced","tertiary"
28484,26,"single","secondary"
28485,33,"single","tertiary"
28486,42,"married","secondary"
28487,27,"married","secondary"
28488,58,"married","secondary"
28489,28,"single","secondary"
28490,30,"single","secondary"
28491,51,"married","secondary"
28492,31,"single","tertiary"
28493,26,"single","secondary"
28494,41,"married","tertiary"
28495,52,"married","secondary"
28496,30,"single","secondary"
28497,32,"married","tertiary"
28498,49,"single","tertiary"
28499,47,"married","tertiary"
28500,27,"single","secondary"
28501,46,"married","secondary"
28502,28,"single","tertiary"
28503,26,"single","tertiary"
28504,57,"divorced","tertiary"
28505,43,"divorced","tertiary"
28506,40,"single","tertiary"
28507,32,"single","unknown"
28508,38,"divorced","secondary"
28509,30,"single","secondary"
28510,45,"married","tertiary"
28511,27,"single","tertiary"
28512,44,"divorced","secondary"
28513,27,"single","secondary"
28514,42,"single","primary"
28515,26,"single","tertiary"
28516,27,"single","tertiary"
28517,29,"single","tertiary"
28518,31,"single","tertiary"
28519,31,"married","secondary"
28520,29,"married","tertiary"
28521,55,"married","unknown"
28522,56,"divorced","primary"
28523,30,"single","secondary"
28524,43,"divorced","tertiary"
28525,27,"single","unknown"
28526,28,"single","tertiary"
28527,44,"married","secondary"
28528,30,"married","tertiary"
28529,34,"married","secondary"
28530,33,"married","primary"
28531,30,"married","tertiary"
28532,28,"single","secondary"
28533,36,"married","secondary"
28534,30,"married","secondary"
28535,26,"single","tertiary"
28536,28,"single","secondary"
28537,30,"married","tertiary"
28538,30,"married","unknown"
28539,27,"married","secondary"
28540,35,"single","secondary"
28541,30,"single","secondary"
28542,48,"divorced","tertiary"
28543,34,"married","tertiary"
28544,35,"divorced","secondary"
28545,33,"single","secondary"
28546,26,"married","secondary"
28547,30,"married","tertiary"
28548,44,"single","tertiary"
28549,36,"divorced","tertiary"
28550,57,"divorced","tertiary"
28551,49,"married","primary"
28552,38,"married","secondary"
28553,26,"single","secondary"
28554,29,"married","tertiary"
28555,32,"married","secondary"
28556,54,"divorced","tertiary"
28557,26,"single","secondary"
28558,37,"divorced","secondary"
28559,37,"single","secondary"
28560,29,"single","tertiary"
28561,50,"married","primary"
28562,34,"single","tertiary"
28563,40,"single","secondary"
28564,36,"single","secondary"
28565,32,"single","secondary"
28566,48,"married","secondary"
28567,36,"married","secondary"
28568,31,"married","secondary"
28569,53,"married","primary"
28570,30,"single","secondary"
28571,41,"married","secondary"
28572,31,"single","secondary"
28573,33,"single","tertiary"
28574,45,"single","secondary"
28575,52,"married","primary"
28576,31,"single","secondary"
28577,27,"single","secondary"
28578,47,"married","primary"
28579,37,"married","tertiary"
28580,48,"married","primary"
28581,33,"single","secondary"
28582,51,"married","tertiary"
28583,27,"married","secondary"
28584,31,"married","tertiary"
28585,30,"single","secondary"
28586,38,"married","secondary"
28587,45,"single","primary"
28588,37,"married","tertiary"
28589,45,"married","primary"
28590,28,"married","tertiary"
28591,32,"married","primary"
28592,37,"married","secondary"
28593,31,"married","tertiary"
28594,45,"married","primary"
28595,48,"married","tertiary"
28596,47,"single","secondary"
28597,29,"single","secondary"
28598,46,"divorced","secondary"
28599,31,"married","secondary"
28600,30,"single","secondary"
28601,57,"married","secondary"
28602,33,"married","secondary"
28603,33,"single","secondary"
28604,31,"married","secondary"
28605,45,"married","secondary"
28606,32,"married","secondary"
28607,46,"single","tertiary"
28608,37,"single","secondary"
28609,27,"single","secondary"
28610,38,"married","tertiary"
28611,57,"divorced","secondary"
28612,33,"single","tertiary"
28613,57,"married","secondary"
28614,47,"married","tertiary"
28615,44,"married","secondary"
28616,41,"single","tertiary"
28617,39,"single","tertiary"
28618,38,"single","secondary"
28619,28,"single","secondary"
28620,31,"divorced","secondary"
28621,39,"divorced","secondary"
28622,31,"married","secondary"
28623,49,"single","secondary"
28624,33,"divorced","secondary"
28625,28,"single","secondary"
28626,32,"single","tertiary"
28627,31,"single","secondary"
28628,39,"married","secondary"
28629,28,"single","secondary"
28630,54,"married","secondary"
28631,26,"single","tertiary"
28632,39,"married","secondary"
28633,33,"single","secondary"
28634,35,"single","secondary"
28635,31,"married","secondary"
28636,32,"married","secondary"
28637,26,"single","secondary"
28638,39,"divorced","secondary"
28639,31,"single","tertiary"
28640,31,"single","secondary"
28641,37,"single","tertiary"
28642,46,"divorced","tertiary"
28643,56,"married","primary"
28644,26,"single","secondary"
28645,27,"single","secondary"
28646,39,"married","secondary"
28647,34,"married","secondary"
28648,27,"single","tertiary"
28649,31,"single","tertiary"
28650,29,"single","tertiary"
28651,31,"single","primary"
28652,32,"divorced","secondary"
28653,29,"single","primary"
28654,39,"single","tertiary"
28655,29,"married","tertiary"
28656,30,"married","unknown"
28657,29,"single","tertiary"
28658,39,"single","secondary"
28659,28,"single","secondary"
28660,28,"single","tertiary"
28661,27,"single","primary"
28662,32,"married","secondary"
28663,34,"married","tertiary"
28664,34,"married","tertiary"
28665,30,"single","tertiary"
28666,36,"married","secondary"
28667,31,"single","secondary"
28668,44,"married","secondary"
28669,28,"married","secondary"
28670,35,"married","secondary"
28671,32,"married","secondary"
28672,44,"married","secondary"
28673,27,"married","secondary"
28674,35,"single","secondary"
28675,30,"married","secondary"
28676,26,"single","secondary"
28677,47,"divorced","tertiary"
28678,36,"single","tertiary"
28679,46,"married","unknown"
28680,57,"married","primary"
28681,34,"married","secondary"
28682,47,"married","primary"
28683,41,"married","primary"
28684,36,"married","secondary"
28685,34,"married","secondary"
28686,29,"single","secondary"
28687,28,"married","secondary"
28688,29,"single","secondary"
28689,60,"married","tertiary"
28690,51,"single","tertiary"
28691,46,"single","secondary"
28692,26,"single","secondary"
28693,26,"married","tertiary"
28694,35,"single","secondary"
28695,28,"single","secondary"
28696,41,"single","secondary"
28697,38,"single","tertiary"
28698,42,"married","secondary"
28699,49,"married","tertiary"
28700,27,"single","tertiary"
28701,59,"married","primary"
28702,27,"single","tertiary"
28703,29,"single","tertiary"
28704,29,"single","secondary"
28705,29,"single","secondary"
28706,35,"single","tertiary"
28707,35,"single","secondary"
28708,34,"divorced","secondary"
28709,47,"divorced","tertiary"
28710,36,"single","secondary"
28711,33,"single","secondary"
28712,26,"divorced","tertiary"
28713,34,"divorced","unknown"
28714,35,"single","secondary"
28715,26,"single","tertiary"
28716,27,"single","secondary"
28717,32,"married","secondary"
28718,31,"single","tertiary"
28719,32,"single","secondary"
28720,29,"single","secondary"
28721,33,"married","tertiary"
28722,28,"single","secondary"
28723,32,"married","secondary"
28724,40,"single","tertiary"
28725,42,"single","secondary"
28726,27,"single","secondary"
28727,60,"divorced","secondary"
28728,29,"single","unknown"
28729,29,"married","secondary"
28730,34,"single","secondary"
28731,27,"single","secondary"
28732,42,"single","tertiary"
28733,56,"single","tertiary"
28734,32,"single","secondary"
28735,43,"divorced","secondary"
28736,54,"single","unknown"
28737,27,"single","tertiary"
28738,58,"married","tertiary"
28739,36,"divorced","secondary"
28740,38,"divorced","tertiary"
28741,36,"single","primary"
28742,38,"divorced","secondary"
28743,38,"divorced","tertiary"
28744,45,"divorced","secondary"
28745,50,"married","tertiary"
28746,56,"married","tertiary"
28747,39,"married","primary"
28748,31,"married","secondary"
28749,42,"married","primary"
28750,26,"single","tertiary"
28751,42,"divorced","secondary"
28752,47,"single","tertiary"
28753,31,"single","secondary"
28754,51,"divorced","tertiary"
28755,55,"married","unknown"
28756,42,"divorced","secondary"
28757,49,"single","secondary"
28758,55,"married","unknown"
28759,39,"married","tertiary"
28760,46,"married","secondary"
28761,45,"married","tertiary"
28762,54,"married","secondary"
28763,58,"married","tertiary"
28764,55,"married","secondary"
28765,55,"married","secondary"
28766,56,"married","secondary"
28767,51,"married","secondary"
28768,27,"single","tertiary"
28769,57,"married","primary"
28770,32,"single","secondary"
28771,31,"married","tertiary"
28772,60,"married","secondary"
28773,46,"married","secondary"
28774,34,"married","tertiary"
28775,39,"married","secondary"
28776,26,"single","secondary"
28777,27,"single","tertiary"
28778,46,"single","secondary"
28779,51,"single","secondary"
28780,52,"married","primary"
28781,31,"single","secondary"
28782,26,"married","tertiary"
28783,33,"single","tertiary"
28784,53,"married","secondary"
28785,33,"single","secondary"
28786,34,"single","primary"
28787,45,"divorced","secondary"
28788,40,"single","tertiary"
28789,34,"single","secondary"
28790,51,"single","tertiary"
28791,56,"married","secondary"
28792,33,"divorced","secondary"
28793,58,"married","tertiary"
28794,37,"single","secondary"
28795,36,"married","secondary"
28796,47,"married","tertiary"
28797,27,"single","tertiary"
28798,38,"married","secondary"
28799,27,"single","secondary"
28800,40,"married","tertiary"
28801,36,"single","secondary"
28802,30,"single","tertiary"
28803,50,"divorced","secondary"
28804,41,"married","tertiary"
28805,53,"married","primary"
28806,28,"single","tertiary"
28807,29,"married","tertiary"
28808,31,"single","secondary"
28809,41,"married","secondary"
28810,53,"divorced","tertiary"
28811,36,"single","secondary"
28812,52,"married","tertiary"
28813,35,"married","secondary"
28814,33,"single","secondary"
28815,36,"married","secondary"
28816,33,"single","tertiary"
28817,31,"married","tertiary"
28818,32,"divorced","secondary"
28819,38,"married","tertiary"
28820,26,"single","secondary"
28821,28,"single","secondary"
28822,57,"divorced","tertiary"
28823,38,"married","secondary"
28824,39,"married","secondary"
28825,45,"married","tertiary"
28826,26,"single","tertiary"
28827,51,"married","secondary"
28828,37,"married","secondary"
28829,40,"single","tertiary"
28830,60,"married","secondary"
28831,54,"married","unknown"
28832,56,"married","primary"
28833,26,"single","tertiary"
28834,36,"married","secondary"
28835,57,"married","primary"
28836,29,"married","secondary"
28837,33,"married","secondary"
28838,54,"divorced","secondary"
28839,36,"single","secondary"
28840,51,"married","secondary"
28841,53,"married","secondary"
28842,45,"married","unknown"
28843,56,"married","secondary"
28844,57,"married","tertiary"
28845,54,"married","primary"
28846,54,"divorced","secondary"
28847,32,"married","secondary"
28848,28,"single","secondary"
28849,36,"single","secondary"
28850,45,"divorced","secondary"
28851,48,"married","tertiary"
28852,32,"married","primary"
28853,27,"single","primary"
28854,47,"married","secondary"
28855,32,"married","tertiary"
28856,39,"married","secondary"
28857,33,"divorced","secondary"
28858,32,"married","secondary"
28859,37,"divorced","secondary"
28860,28,"single","primary"
28861,34,"single","secondary"
28862,53,"married","primary"
28863,47,"divorced","secondary"
28864,35,"married","secondary"
28865,49,"single","tertiary"
28866,30,"married","tertiary"
28867,26,"single","tertiary"
28868,53,"married","tertiary"
28869,56,"married","secondary"
28870,56,"married","secondary"
28871,26,"single","secondary"
28872,59,"married","primary"
28873,41,"divorced","secondary"
28874,31,"married","tertiary"
28875,42,"married","secondary"
28876,36,"divorced","tertiary"
28877,51,"married","secondary"
28878,44,"married","unknown"
28879,47,"divorced","secondary"
28880,34,"married","secondary"
28881,31,"divorced","secondary"
28882,27,"single","tertiary"
28883,44,"single","tertiary"
28884,27,"single","tertiary"
28885,46,"married","primary"
28886,31,"single","tertiary"
28887,53,"married","secondary"
28888,32,"single","secondary"
28889,41,"divorced","secondary"
28890,30,"married","secondary"
28891,40,"married","secondary"
28892,59,"married","secondary"
28893,46,"married","tertiary"
28894,49,"married","tertiary"
28895,35,"single","secondary"
28896,28,"married","secondary"
28897,33,"single","tertiary"
28898,37,"single","secondary"
28899,30,"single","secondary"
28900,49,"married","tertiary"
28901,30,"single","secondary"
28902,28,"single","tertiary"
28903,31,"single","primary"
28904,26,"single","secondary"
28905,31,"single","secondary"
28906,66,"married","secondary"
28907,33,"married","tertiary"
28908,57,"married","secondary"
28909,46,"married","tertiary"
28910,29,"single","secondary"
28911,43,"married","secondary"
28912,36,"single","secondary"
28913,27,"single","secondary"
28914,36,"married","secondary"
28915,32,"married","tertiary"
28916,29,"single","secondary"
28917,21,"single","secondary"
28918,48,"single","secondary"
28919,44,"married","secondary"
28920,43,"married","tertiary"
28921,57,"married","tertiary"
28922,40,"divorced","secondary"
28923,38,"married","secondary"
28924,62,"married","secondary"
28925,36,"single","secondary"
28926,53,"married","secondary"
28927,34,"single","secondary"
28928,39,"single","unknown"
28929,44,"married","secondary"
28930,52,"married","tertiary"
28931,40,"single","tertiary"
28932,34,"married","tertiary"
28933,57,"divorced","tertiary"
28934,37,"divorced","tertiary"
28935,45,"married","secondary"
28936,31,"single","tertiary"
28937,45,"divorced","secondary"
28938,46,"married","secondary"
28939,46,"married","secondary"
28940,42,"married","secondary"
28941,55,"married","secondary"
28942,60,"divorced","secondary"
28943,47,"married","secondary"
28944,35,"married","tertiary"
28945,33,"single","secondary"
28946,43,"married","secondary"
28947,61,"married","secondary"
28948,37,"married","primary"
28949,59,"divorced","tertiary"
28950,40,"married","tertiary"
28951,45,"married","secondary"
28952,33,"single","tertiary"
28953,22,"single","secondary"
28954,37,"married","primary"
28955,34,"married","tertiary"
28956,32,"single","secondary"
28957,38,"married","secondary"
28958,22,"single","secondary"
28959,55,"divorced","tertiary"
28960,48,"married","secondary"
28961,50,"married","secondary"
28962,48,"single","secondary"
28963,46,"divorced","secondary"
28964,53,"married","secondary"
28965,62,"married","secondary"
28966,40,"married","tertiary"
28967,47,"divorced","secondary"
28968,36,"married","secondary"
28969,29,"single","tertiary"
28970,37,"single","secondary"
28971,39,"divorced","secondary"
28972,26,"single","tertiary"
28973,38,"married","secondary"
28974,38,"married","tertiary"
28975,56,"divorced","secondary"
28976,37,"married","secondary"
28977,47,"single","tertiary"
28978,31,"single","secondary"
28979,55,"married","secondary"
28980,36,"married","secondary"
28981,50,"divorced","unknown"
28982,45,"married","secondary"
28983,39,"married","unknown"
28984,40,"married","secondary"
28985,55,"divorced","tertiary"
28986,42,"divorced","secondary"
28987,52,"married","secondary"
28988,36,"single","primary"
28989,34,"married","secondary"
28990,28,"single","secondary"
28991,39,"single","tertiary"
28992,59,"married","primary"
28993,41,"divorced","secondary"
28994,44,"married","secondary"
28995,44,"married","secondary"
28996,40,"married","secondary"
28997,56,"married","secondary"
28998,53,"married","tertiary"
28999,32,"married","tertiary"
29000,26,"single","secondary"
29001,51,"married","secondary"
29002,43,"married","secondary"
29003,50,"married","secondary"
29004,49,"married","secondary"
29005,47,"divorced","secondary"
29006,32,"divorced","secondary"
29007,37,"divorced","secondary"
29008,58,"married","unknown"
29009,53,"married","secondary"
29010,35,"married","secondary"
29011,55,"divorced","tertiary"
29012,49,"single","secondary"
29013,37,"single","secondary"
29014,57,"married","primary"
29015,60,"married","secondary"
29016,37,"divorced","secondary"
29017,51,"divorced","tertiary"
29018,36,"single","secondary"
29019,39,"married","secondary"
29020,42,"married","primary"
29021,36,"married","secondary"
29022,38,"married","tertiary"
29023,31,"single","secondary"
29024,39,"single","tertiary"
29025,56,"married","tertiary"
29026,35,"single","secondary"
29027,47,"married","secondary"
29028,38,"married","secondary"
29029,43,"married","primary"
29030,39,"married","secondary"
29031,40,"married","secondary"
29032,45,"married","tertiary"
29033,48,"married","secondary"
29034,42,"married","secondary"
29035,54,"married","secondary"
29036,59,"single","secondary"
29037,45,"divorced","primary"
29038,58,"divorced","secondary"
29039,47,"married","secondary"
29040,60,"married","secondary"
29041,30,"married","secondary"
29042,35,"divorced","secondary"
29043,40,"single","tertiary"
29044,48,"married","unknown"
29045,36,"divorced","secondary"
29046,31,"divorced","tertiary"
29047,54,"married","secondary"
29048,49,"married","primary"
29049,46,"divorced","secondary"
29050,40,"divorced","secondary"
29051,30,"single","tertiary"
29052,39,"single","secondary"
29053,31,"single","secondary"
29054,34,"single","secondary"
29055,31,"single","secondary"
29056,28,"single","secondary"
29057,58,"married","secondary"
29058,32,"married","secondary"
29059,41,"married","tertiary"
29060,47,"married","secondary"
29061,58,"divorced","secondary"
29062,31,"married","tertiary"
29063,37,"single","secondary"
29064,43,"divorced","secondary"
29065,34,"married","secondary"
29066,38,"married","secondary"
29067,38,"married","tertiary"
29068,37,"married","primary"
29069,40,"married","primary"
29070,28,"single","tertiary"
29071,56,"married","secondary"
29072,36,"married","secondary"
29073,60,"married","tertiary"
29074,36,"married","tertiary"
29075,56,"married","secondary"
29076,37,"single","secondary"
29077,36,"single","secondary"
29078,38,"married","secondary"
29079,48,"married","secondary"
29080,53,"married","secondary"
29081,38,"married","secondary"
29082,27,"married","primary"
29083,27,"married","tertiary"
29084,46,"married","primary"
29085,45,"married","secondary"
29086,46,"married","primary"
29087,48,"married","secondary"
29088,30,"single","secondary"
29089,40,"married","secondary"
29090,60,"married","primary"
29091,32,"single","secondary"
29092,48,"married","secondary"
29093,58,"married","secondary"
29094,45,"married","secondary"
29095,47,"single","secondary"
29096,53,"married","primary"
29097,43,"married","unknown"
29098,53,"married","secondary"
29099,54,"married","secondary"
29100,36,"married","secondary"
29101,31,"single","secondary"
29102,36,"single","secondary"
29103,38,"single","secondary"
29104,31,"divorced","secondary"
29105,35,"single","tertiary"
29106,34,"married","tertiary"
29107,35,"married","primary"
29108,46,"married","tertiary"
29109,27,"single","secondary"
29110,38,"single","secondary"
29111,47,"single","tertiary"
29112,43,"married","primary"
29113,28,"single","tertiary"
29114,54,"married","secondary"
29115,31,"married","secondary"
29116,42,"single","tertiary"
29117,34,"married","tertiary"
29118,37,"married","tertiary"
29119,29,"single","secondary"
29120,26,"single","tertiary"
29121,34,"married","primary"
29122,29,"single","secondary"
29123,26,"single","tertiary"
29124,33,"single","secondary"
29125,30,"single","tertiary"
29126,42,"single","secondary"
29127,29,"single","secondary"
29128,41,"married","primary"
29129,34,"married","primary"
29130,35,"married","secondary"
29131,29,"married","tertiary"
29132,28,"single","secondary"
29133,34,"married","tertiary"
29134,38,"married","secondary"
29135,31,"single","tertiary"
29136,26,"single","tertiary"
29137,39,"married","tertiary"
29138,27,"single","tertiary"
29139,35,"married","secondary"
29140,41,"single","tertiary"
29141,44,"single","tertiary"
29142,59,"married","primary"
29143,37,"married","secondary"
29144,34,"divorced","tertiary"
29145,40,"married","primary"
29146,36,"married","secondary"
29147,41,"divorced","secondary"
29148,36,"married","tertiary"
29149,54,"divorced","secondary"
29150,38,"married","secondary"
29151,46,"married","primary"
29152,38,"married","tertiary"
29153,55,"married","primary"
29154,33,"single","tertiary"
29155,36,"married","secondary"
29156,40,"married","secondary"
29157,46,"divorced","primary"
29158,83,"married","primary"
29159,46,"married","primary"
29160,38,"married","secondary"
29161,36,"divorced","secondary"
29162,59,"married","secondary"
29163,30,"single","tertiary"
29164,31,"single","secondary"
29165,34,"married","tertiary"
29166,35,"married","secondary"
29167,29,"single","secondary"
29168,55,"divorced","secondary"
29169,34,"married","secondary"
29170,31,"single","secondary"
29171,32,"single","tertiary"
29172,32,"married","secondary"
29173,37,"married","secondary"
29174,36,"married","secondary"
29175,41,"married","primary"
29176,42,"married","primary"
29177,40,"married","secondary"
29178,39,"single","tertiary"
29179,52,"married","primary"
29180,45,"married","tertiary"
29181,60,"married","primary"
29182,40,"married","tertiary"
29183,36,"married","tertiary"
29184,57,"married","secondary"
29185,34,"married","tertiary"
29186,37,"married","primary"
29187,49,"married","secondary"
29188,37,"married","tertiary"
29189,38,"married","tertiary"
29190,41,"married","secondary"
29191,46,"divorced","unknown"
29192,32,"married","tertiary"
29193,38,"married","primary"
29194,40,"divorced","secondary"
29195,44,"married","secondary"
29196,48,"single","secondary"
29197,35,"single","tertiary"
29198,28,"single","tertiary"
29199,31,"single","tertiary"
29200,33,"single","tertiary"
29201,43,"married","secondary"
29202,60,"married","tertiary"
29203,31,"single","secondary"
29204,29,"single","tertiary"
29205,27,"single","secondary"
29206,36,"married","secondary"
29207,33,"single","tertiary"
29208,33,"married","secondary"
29209,45,"married","tertiary"
29210,43,"married","tertiary"
29211,34,"married","secondary"
29212,43,"single","secondary"
29213,53,"divorced","secondary"
